Region,Longitude,Latitude
Amazonian_Craton_2,-53.32569508,-3.599845637
Amazonian_Craton_2,-53.54803958,-3.662665513
Amazonian_Craton_2,-53.7701005,-3.724469787
Amazonian_Craton_2,-53.94501897,-3.83047975
Amazonian_Craton_2,-54.12202537,-3.88919163
Amazonian_Craton_2,-54.29666889,-3.99494141
Amazonian_Craton_2,-54.47575981,-4.006386986
Amazonian_Craton_2,-54.65485124,-4.017831936
Amazonian_Craton_2,-54.83623835,-3.982037532
Amazonian_Craton_2,-55.01282725,-4.039009023
Amazonian_Craton_2,-55.19175923,-4.048770557
Amazonian_Craton_2,-55.36334229,-4.199640054
Amazonian_Craton_2,-55.53725215,-4.302631925
Amazonian_Craton_2,-55.71357541,-4.358762186
Amazonian_Craton_2,-55.89237455,-4.368243797
Amazonian_Craton_2,-56.07117224,-4.377680728
Amazonian_Craton_2,-56.24999974,-4.394796706
Amazonian_Craton_2,-56.42369378,-4.488312611
Amazonian_Craton_2,-56.60001821,-4.542927514
Amazonian_Craton_2,-56.77631921,-4.597462613
Amazonian_Craton_2,-56.95527427,-4.605396448
Amazonian_Craton_2,-57.13967689,-4.52013373
Amazonian_Craton_2,-57.36350354,-4.529930913
Amazonian_Craton_2,-57.53981737,-4.584305527
Amazonian_Craton_2,-57.62102111,-4.727831498
Amazonian_Craton_2,-57.79472846,-4.827533648
Amazonian_Craton_2,-57.97696467,-4.787372992
Amazonian_Craton_2,-58.15073613,-4.88672707
Amazonian_Craton_2,-58.27672432,-5.030858896
Amazonian_Craton_2,-58.35491366,-5.21958323
Amazonian_Craton_2,-58.48654647,-5.27061477
Amazonian_Craton_2,-58.66301594,-5.323153672
Amazonian_Craton_2,-58.78874441,-5.466679616
Amazonian_Craton_2,-58.97108659,-5.426520407
Amazonian_Craton_2,-59.19884794,-5.386912812
Amazonian_Craton_2,-59.37900298,-5.391725098
Amazonian_Craton_2,-59.60432096,-5.397659429
Amazonian_Craton_2,-59.82666393,-5.449886907
Amazonian_Craton_2,-59.95260331,-5.592383745
Amazonian_Craton_2,-60.03088886,-5.778751169
Amazonian_Craton_2,-60.15728881,-5.919952431
Amazonian_Craton_2,-60.3316897,-6.016314659
Amazonian_Craton_2,-60.5122656,-6.020586678
Amazonian_Craton_2,-60.69354587,-6.023952422
Amazonian_Craton_2,-60.82045566,-6.164114097
Amazonian_Craton_2,-60.89895645,-6.349118364
Amazonian_Craton_2,-61.02581892,-6.48896393
Amazonian_Craton_2,-61.20416484,-6.538046125
Amazonian_Craton_2,-61.33100565,-6.677711429
Amazonian_Craton_2,-61.32172983,-6.814751963
Amazonian_Craton_2,-61.30937386,-6.997211213
Amazonian_Craton_2,-61.48769892,-7.046068211
Amazonian_Craton_2,-61.71456776,-7.050157138
Amazonian_Craton_2,-61.83919885,-7.23383128
Amazonian_Craton_2,-61.83052702,-7.369623597
Amazonian_Craton_2,-61.96431789,-7.416854027
Amazonian_Craton_2,-62.09548814,-7.50905852
Amazonian_Craton_2,-62.12946411,-7.690466932
Amazonian_Craton_2,-62.07209543,-7.870453795
Amazonian_Craton_2,-61.96915215,-8.04950793
Amazonian_Craton_2,-62.00311308,-8.230171624
Amazonian_Craton_2,-62.13711809,-8.277022602
Amazonian_Craton_2,-62.3226712,-8.234538171
Amazonian_Craton_2,-62.50838865,-8.191922478
Amazonian_Craton_2,-62.68832975,-8.239286145
Amazonian_Craton_2,-62.86539587,-8.331622378
Amazonian_Craton_2,-63.09432472,-8.334362322
Amazonian_Craton_2,-63.27158883,-8.426550673
Amazonian_Craton_2,-63.30396031,-8.651082843
Amazonian_Craton_2,-63.29306035,-8.830098875
Amazonian_Craton_2,-63.47223024,-8.921002704
Amazonian_Craton_2,-63.65975936,-8.877637649
Amazonian_Craton_2,-63.84474427,-8.87892949
Amazonian_Craton_2,-64.07068224,-8.969973636
Amazonian_Craton_2,-64.30236655,-8.971348622
Amazonian_Craton_2,-64.49066153,-8.92751452
Amazonian_Craton_2,-64.63824955,-8.793573437
Amazonian_Craton_2,-64.78393798,-8.703879544
Amazonian_Craton_2,-64.88886955,-8.523859727
Amazonian_Craton_2,-65.03842986,-8.388295328
Amazonian_Craton_2,-65.23262699,-8.297257155
Amazonian_Craton_2,-65.42385137,-8.251350731
Amazonian_Craton_2,-65.61205752,-8.250704309
Amazonian_Craton_2,-65.85084197,-8.204323922
Amazonian_Craton_2,-66.08667254,-8.203222662
Amazonian_Craton_2,-66.27060722,-8.292424748
Amazonian_Craton_2,-66.16239464,-8.474953192
Amazonian_Craton_2,-66.10323549,-8.656054814
Amazonian_Craton_2,-66.18694622,-8.835803282
Amazonian_Craton_2,-66.37760009,-8.834303547
Amazonian_Craton_2,-66.56558446,-8.877858924
Amazonian_Craton_2,-66.74796233,-9.011656302
Amazonian_Craton_2,-66.88266066,-9.145817616
Amazonian_Craton_2,-67.06532331,-9.279508609
Amazonian_Craton_2,-67.2510975,-9.368041905
Amazonian_Craton_2,-67.40378272,-9.231334315
Amazonian_Craton_2,-67.59682135,-9.229071436
Amazonian_Craton_2,-67.78814657,-9.271565241
Amazonian_Craton_2,-67.87341374,-9.451004794
Amazonian_Craton_2,-67.91006735,-9.630954318
Amazonian_Craton_2,-68.05306656,-9.674136752
Amazonian_Craton_2,-68.29973548,-9.625587114
Amazonian_Craton_2,-68.54380502,-9.62200597
Amazonian_Craton_2,-68.68134233,-9.755467159
Amazonian_Craton_2,-68.7680137,-9.934461234
Amazonian_Craton_2,-68.80692783,-10.11371272
Amazonian_Craton_2,-69.04836215,-10.19979057
Amazonian_Craton_2,-69.13738706,-10.3780313
Amazonian_Craton_2,-69.12466916,-10.60270018
Amazonian_Craton_2,-68.96828747,-10.73959637
Amazonian_Craton_2,-68.72285933,-10.74273268
Amazonian_Craton_2,-68.47853483,-10.74549708
Amazonian_Craton_2,-68.32210166,-10.92586602
Amazonian_Craton_2,-68.26330002,-11.1049013
Amazonian_Craton_2,-68.25577609,-11.23867963
Amazonian_Craton_2,-68.09954948,-11.46198456
Amazonian_Craton_2,-67.94752061,-11.59605439
Amazonian_Craton_2,-67.79558305,-11.72981287
Amazonian_Craton_2,-67.59519039,-11.86346721
Amazonian_Craton_2,-67.4000697,-11.9082315
Amazonian_Craton_2,-67.20813527,-11.9084973
Amazonian_Craton_2,-67.0683436,-11.82033304
Amazonian_Craton_2,-66.88489743,-11.64383176
Amazonian_Craton_2,-66.69565165,-11.59975987
Amazonian_Craton_2,-66.50258339,-11.64385305
Amazonian_Craton_2,-66.26002428,-11.73174145
Amazonian_Craton_2,-66.15655321,-11.90763923
Amazonian_Craton_2,-65.92007018,-11.90665436
Amazonian_Craton_2,-65.77661397,-11.94986288
Amazonian_Craton_2,-65.58821099,-11.94875325
Amazonian_Craton_2,-65.34886758,-12.03493765
Amazonian_Craton_2,-65.16091838,-12.03348302
Amazonian_Craton_2,-65.06081002,-12.16414784
Amazonian_Craton_2,-65.14851887,-12.29634147
Amazonian_Craton_2,-65.33036933,-12.42927
Amazonian_Craton_2,-65.51450458,-12.51835019
Amazonian_Craton_2,-65.41625042,-12.60506554
Amazonian_Craton_2,-65.36205811,-12.77937843
Amazonian_Craton_2,-65.49998973,-12.86797227
Amazonian_Craton_2,-65.68688047,-12.91327099
Amazonian_Craton_2,-65.92286094,-12.91512126
Amazonian_Craton_2,-66.01081252,-13.09057263
Amazonian_Craton_2,-66.05158295,-13.26556913
Amazonian_Craton_2,-66.04507752,-13.44007271
Amazonian_Craton_2,-66.03856551,-13.61443086
Amazonian_Craton_2,-65.93742928,-13.78774699
Amazonian_Craton_2,-65.88357521,-13.96128203
Amazonian_Craton_2,-65.73841319,-14.04668713
Amazonian_Craton_2,-65.68845087,-14.13304412
Amazonian_Craton_2,-65.68087187,-14.39356105
Amazonian_Craton_2,-65.72187791,-14.61107591
Amazonian_Craton_2,-65.71682105,-14.78449872
Amazonian_Craton_2,-65.66437616,-14.9571577
Amazonian_Craton_2,-65.6118989,-15.12964199
Amazonian_Craton_2,-65.60678608,-15.30265885
Amazonian_Craton_2,-65.5542708,-15.47481905
Amazonian_Craton_2,-65.45384431,-15.68933754
Amazonian_Craton_2,-65.4019028,-15.86121128
Amazonian_Craton_2,-65.30247805,-16.03205791
Amazonian_Craton_2,-65.15774775,-16.15890744
Amazonian_Craton_2,-64.96707406,-16.24161639
Amazonian_Craton_2,-64.72830911,-16.36615865
Amazonian_Craton_2,-64.53819556,-16.44837289
Amazonian_Craton_2,-64.34824871,-16.53036293
Amazonian_Craton_2,-64.20528524,-16.61318341
Amazonian_Craton_2,-63.9673962,-16.73649841
Amazonian_Craton_2,-63.82445607,-16.81884695
Amazonian_Craton_2,-63.63481871,-16.89985317
Amazonian_Craton_2,-63.39787568,-17.02239902
Amazonian_Craton_2,-63.2101383,-17.06021148
Amazonian_Craton_2,-63.02219268,-17.1410251
Amazonian_Craton_2,-62.83528864,-17.17871482
Amazonian_Craton_2,-62.64845682,-17.21620473
Amazonian_Craton_2,-62.41642094,-17.2092336
Amazonian_Craton_2,-62.23096084,-17.20347078
Amazonian_Craton_2,-62.09092542,-17.24191475
Amazonian_Craton_2,-61.90232622,-17.36431657
Amazonian_Craton_2,-61.76048427,-17.48828579
Amazonian_Craton_2,-61.62108748,-17.52664766
Amazonian_Craton_2,-61.38836766,-17.60457341
Amazonian_Craton_2,-61.25028896,-17.59988771
Amazonian_Craton_2,-61.02037385,-17.59189143
Amazonian_Craton_2,-60.78928721,-17.62634789
Amazonian_Craton_2,-60.55544122,-17.74581657
Amazonian_Craton_2,-60.36933393,-17.82444305
